OTU ID	GMT-CLC	GMT-CLC-SUB	GMT-GLC	GMT-GLC-SUB	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
OTU371	4	1	3	0	GS|99.1|KP174855|SH1557308.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Knufia	Knufia	13	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph	Possible	Microfungus	NULL	Species isolated from tumour-like stem and branch deformities of Populus tremuloides, bark of Populus, rocks, and clinical samples, with one species causes opportunistic skin infections in humans (Crous et al. 2013)	Li DM, et al. 2008. Studies in Mycology 61:131-136; Crous PW, et al. 2013. Persoonia 31:188-296; Irinyi L, et al. 2015. Medical Mycology 53:313-337
OTU421	6	0	0	2	GS|99.1|JX978249|SH1574055.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Trichophaeopsis	Trichophaeopsis	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU232	8	0	0	0	GS|98.6|MH239936|NA;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU246	2	2	0	4	GS|99.0|LC205508|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	-	-	-	-	-	-	-	Unassigned	-
OTU252	0	2	0	6	US|0.9505|MG417945|NA;k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Malpighiales	-	-	-	-	-	-	-	Unassigned	-
OTU278	0	0	1	7	GDL|100.0|KU350403|SH1557457.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU306	0	6	0	2	US|0.9424|JX349965|NA;k:Metazoa,p:Mollusca,c:Bivalvia,o:Veneroida	-	-	-	-	-	-	-	Unassigned	-
OTU325	0	0	0	8	SS|0.9500|MF966081|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU494	3	1	0	4	US|0.9654|MG434287|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU234	5	0	2	0	GS|99.6|KY114922|SH1574559.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Trematosphaeriaceae,g:Trematosphaeria	Trematosphaeria	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU256	0	1	0	6	GS|99.5|JX280855|SH1615633.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Chaetomium,s:Chaetomium succineum	Chaetomium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Possible	Microfungus	Soft Rot	Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926
OTU398	0	7	0	0	GS|99.6|EU480051|SH1615339.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	Probable	NULL	NULL	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU444	0	7	0	0	GS|100.0|KF535949|SH1553585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	Amanita	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU223	0	7	0	0	US|0.9079|MF329730|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	-	-	-	-	-	-	-	Unassigned	-
OTU277	7	0	0	0	US|0.9561|KC216086|NA;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU279	2	0	5	0	SS|0.9900|JX974785|SH1571588.08FU;k:Fungi,p:Mortierellomycota	-	-	-	-	-	-	-	Unassigned	-
OTU285	7	0	0	0	US|0.8884|None;k:Metazoa,p:Arthropoda,c:Arachnida,o:Sarcoptiformes	-	-	-	-	-	-	-	Unassigned	-
OTU293	0	0	2	5	US|0.9561|MF971328|SH1181562.08FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU295	0	0	0	7	GS|100.0|MG417719|NA;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU312	3	3	1	0	US|0.9954|JX136392|NA;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU323	5	0	1	1	GS|100.0|HE602418|SH1512404.08FU;k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Plumbaginales,f:Plumbaginaceae,g:Limoniastrum,s:Limoniastrum guyonianum	-	-	-	-	-	-	-	Unassigned	-
OTU339	0	0	7	0	SS|0.9800|KF800399|SH1160361.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU345	1	6	0	0	US|0.8821|MH399362|SH1525103.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU364	7	0	0	0	US|0.9935|JX390289|NA;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU373	7	0	0	0	US|0.9611|MG418405|NA;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU490	5	0	2	0	SS|0.8800|KT950853|SH1168464.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU245	0	6	0	0	US|0.8884|MH239614|NA;k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales	Mucorales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU290	0	4	0	2	SS|1.0000|JQ247404|SH1147556.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Probable	Agaricoid-Gasteroid-Secotioid	NULL	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU301	6	0	0	0	SS|0.8500|AJ244271|SH1517394.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium	Coniosporium	13	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	 The genus comprises environmental fungi forming black spots or patches on plant leaves, bamboo surface, rotten wood, and recently particularly on rock surfaces-Species are repeatedly isolated from human skin and nails and eventually causing mild cutaneous infections (Li et al. 2008)	Li DM, et al. 2008. Studies in Mycology 61:131-136
OTU333	0	6	0	0	US|0.8846|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	Saccharomycetales	7	Saprotroph	Undefined Saprotroph	Possible	Yeast	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU522	3	0	3	0	GS|99.6|KJ769283|SH1544838.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Atheliaceae,g:Piloderma	Piloderma	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU236	0	0	0	6	SS|0.9100|MH240546|NA;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU251	0	0	0	6	US|0.9688|FN396108|SH1508489.08FU;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU270	6	0	0	0	US|0.9882|None;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU273	6	0	0	0	US|0.9127|None;k:Metazoa,p:Craniata,c:Actinopterygii,o:Perciformes	-	-	-	-	-	-	-	Unassigned	-
OTU307	0	0	6	0	US|0.9079|KC966329|SH1246400.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU309	0	3	0	3	US|0.9239|KX090317|SH1645112.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales	-	-	-	-	-	-	-	Unassigned	-
OTU315	0	0	1	5	US|0.9897|None;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU347	0	0	0	6	US|0.9424|MG417959|NA;k:Alveolata,p:Dinophyta,c:Dinophyceae,o:Prorocentrales	-	-	-	-	-	-	-	Unassigned	-
OTU349	0	6	0	0	US|0.9770|MG417952|NA;k:Alveolata,p:Ciliophora	-	-	-	-	-	-	-	Unassigned	-
OTU370	2	2	2	0	US|0.9079|MF766355|SH1244673.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Umbilicariales	-	-	-	-	-	-	-	Unassigned	-
OTU378	3	3	0	0	US|0.9576|KC339239|SH1616192.08FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU381	0	6	0	0	SS|0.9600|EU480206|SH1233410.08FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU382	3	0	3	0	US|0.9940|None;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU422	6	0	0	0	US|0.9640|MG434229|NA;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU425	0	0	0	6	US|0.9127|None;k:Rhodoplantae,p:Rhodophyta,c:Florideophyceae,o:Corallinales	-	-	-	-	-	-	-	Unassigned	-
OTU431	6	0	0	0	US|0.9239|KP724985|SH1220200.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU439	0	2	1	3	US|0.9194|JX032211|NA;k:Alveolata,p:Apicomplexa,c:Coccidia,o:Eucoccidiorida	-	-	-	-	-	-	-	Unassigned	-
OTU471	0	0	0	6	SS|1.0000|MF971373|SH1238519.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU472	0	0	0	6	US|0.9194|None;k:Metazoa,p:Arthropoda,c:Arachnida,o:Sarcoptiformes	-	-	-	-	-	-	-	Unassigned	-
OTU512	0	6	0	0	SS|1.0000|AY843153|SH1573476.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU264	0	5	0	0	GS|100.0|KC966207|SH1650511.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	Pyronemataceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph	Possible	Gasteroid-Pezizoid	NULL	Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU266	1	4	0	0	GS|99.4|KU612392|SH1511535.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	Sporormiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph	Probable	Microfungus	NULL	Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU296	0	5	0	0	GS|100.0|LC204972|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lentitheciaceae,g:Keissleriella,s:Keissleriella quadriseptata	Keissleriella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU303	5	0	0	0	GS|100.0|KY979735|SH1511540.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Westerdykella,s:Westerdykella centenaria	Westerdykella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
OTU305	5	0	0	0	GS|99.6|AB378531|SH1524483.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Lecanicillium	Lecanicillium	13	Pathotroph	Animal Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU321	5	0	0	0	GS|100.0|KF535949|SH1553585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	Amanita	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU361	4	0	0	1	GS|100.0|KF535949|SH1553585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	Amanita	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU400	1	2	0	2	US|0.9079|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	Eurotiales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU408	0	5	0	0	GS|99.6|KF222405|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU442	0	3	0	2	GSL|100.0|MH063644|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae	Pleosporaceae	9	Pathotroph-Saprotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Necrotrophic pathogens and saprobes, especially associated with grasses. Many species are seed-borne (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; David AS, et al. 2016. Microbial Ecology 71:912-926; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]
OTU463	0	5	0	0	GS|99.0|GU722054|SH1648811.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Articulospora	Articulospora	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU480	4	1	0	0	GS|100.0|KU518953|SH1571418.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma	Tulostoma	13	Saprotroph	Soil Saprotroph	Probable	Gasteroid	NULL	Common name - stalked puffball	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688
OTU489	3	2	0	0	US|0.9194|MG433730|NA;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	Saccharomycetales	7	Saprotroph	Undefined Saprotroph	Possible	Yeast	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU521	0	5	0	0	SS|0.9200|MG432937|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Stephanosporaceae	Stephanosporaceae	9	Saprotroph	Plant Saprotroph-Wood Saprotroph	Probable	Corticioid-Gasteroid	NULL	On the ground, associated with rotten wood or plant debris (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU523	0	5	0	0	GS|100.0|KF988386|SH1619914.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Geastrales,f:Geastraceae,g:Geastrum,s:Geastrum kotlabae	Geastraceae	9	Saprotroph	Undefined Saprotroph	Probable	Gasteroid	NULL	Common name - earthstar; Terrestrial, rarely on wood or coprophilous. Most species are presumed saprobes, but at least some may be ectomycorrhizal (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU258	5	0	0	0	SS|1.0000|MF971475|SH1171496.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU272	5	0	0	0	SS|0.9700|MG417712|NA;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU287	0	5	0	0	US|0.9424|None;k:Rhizaria,p:Cercozoa,o:Thaumatomonadida	-	-	-	-	-	-	-	Unassigned	-
OTU292	5	0	0	0	US|0.9127|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU298	0	1	0	4	US|0.9424|None;k:Rhizaria,p:Cercozoa,o:Thaumatomonadida	-	-	-	-	-	-	-	Unassigned	-
OTU308	3	2	0	0	US|0.8846|LT613468|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	-	-	-	-	-	-	-	Unassigned	-
OTU310	4	1	0	0	US|0.9424|JX031377|NA;k:Viridiplantae,p:Chlorophyta,c:Chlorophyceae,o:Volvocales	-	-	-	-	-	-	-	Unassigned	-
OTU318	0	0	1	4	SS|1.0000|EU480324|SH1643290.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU319	0	5	0	0	US|0.9952|MH474456|SH1511530.08FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU340	0	2	0	3	US|0.9346|KP235729|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales	-	-	-	-	-	-	-	Unassigned	-
OTU357	0	0	0	5	GS|99.4|GU909663|SH1549122.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU374	4	0	1	0	US|0.9424|JX031598|NA;k:Viridiplantae,p:Chlorophyta,c:Trebouxiophyceae,o:Chlorellales	-	-	-	-	-	-	-	Unassigned	-
OTU376	0	0	0	5	SS|1.0000|EU480325|SH1643290.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU393	3	2	0	0	US|0.9127|None;k:Metazoa,p:Arthropoda,c:Insecta,o:Diptera	-	-	-	-	-	-	-	Unassigned	-
OTU396	5	0	0	0	US|0.9194|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	-	-	-	-	-	-	-	Unassigned	-
OTU416	0	0	0	5	US|0.9914|None;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU426	0	5	0	0	US|0.9344|MF531070|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU468	5	0	0	0	US|0.9770|None;k:Alveolata,p:Ciliophora	-	-	-	-	-	-	-	Unassigned	-
OTU469	4	1	0	0	GS|99.5|KF221498|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU500	3	1	1	0	US|0.9424|KF028767|NA;k:Alveolata,p:Apicomplexa,c:Coccidia,o:Eucoccidiorida	-	-	-	-	-	-	-	Unassigned	-
OTU503	5	0	0	0	US|0.9530|None;k:Viridiplantae,p:Marchantiophyta,c:Jungermanniopsida,o:Porellales	-	-	-	-	-	-	-	Unassigned	-
OTU511	5	0	0	0	SS|0.9700|LC229675|SH1529668.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU280	0	0	2	2	SS|0.9700|DQ525491|SH1614783.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae,g:Pleopsidium,s:Pleopsidium gobiense	Pleopsidium	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
OTU282	4	0	0	0	SS|0.8600|FJ758200|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU314	0	2	0	2	US|0.9077|KF823589|SH1564421.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU317	4	0	0	0	GS|100.0|KT804048|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paracamarosporium,s:Paracamarosporium leucadendri	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Massimo NC, et al. 2015. Microbial Ecology 70:61-76
OTU322	4	0	0	0	GSL|100.0|KP101213|SH1615606.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Thielavia,s:Thielavia subthermophila	Thielavia	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	Highly Probable	Microfungus	NULL	NULL	Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
OTU334	4	0	0	0	GS|99.6|KY115191|SH1529618.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala nigra	Exophiala	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688, Nagy GL, et al. 2014. Nature Communications 5:4471
OTU360	0	4	0	0	US|0.9194|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	Saccharomycetales	7	Saprotroph	Undefined Saprotroph	Possible	Yeast	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU372	4	0	0	0	GS|100.0|KP335399|SH1552811.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Bartaliniaceae,g:Truncatella	Truncatella	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU391	4	0	0	0	GS|100.0|KF535949|SH1553585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	Amanita	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU404	4	0	0	0	GS|100.0|MH474137|SH1573203.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia	Periconia	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010); Endophyte Host - Asteraceae, Musaceae (Costa et al. 2012)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Costa IPMW, et al. 2012. Mycotaxon 119:26; Mandyam K, et al. 2012. Mycorrhiza 22:109-119; Knapp DG, et al. 2012. PLOS ONE 7:e32570; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
OTU434	2	0	0	2	GS|100.0|KU924823|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella,s:Tomentella sublilacina	Tomentella	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU443	4	0	0	0	GS|99.6|UDB035403|SH1515990.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala crusticola	Exophiala	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688, Nagy GL, et al. 2014. Nature Communications 5:4471
OTU450	4	0	0	0	GSL|100.0|MH169188|SH1505866.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:125688
